Roadway Name,Date,AM,PM
Webster Avenue,2014-09-23,466.6666666666667,708
West 116 Street,2014-09-23,254,371.5416666666667
West 145 Street,2014-09-23,251.875,426.1666666666667
West 167 Street,2014-09-23,31.166666666666668,54.333333333333336
West 178 Street,2014-09-23,303.25,423.5833333333333
West 179 Street,2014-09-23,195,342.1666666666667
West 180 Street,2014-09-23,110.5,179.5
West 181 Street,2014-09-23,205.375,297.9583333333333
West Farms Road,2014-09-23,70.41666666666667,115.91666666666667
White Plains Road,2014-09-23,396,608.375
5 Avenue,2014-09-24,815.75,1016.6666666666666
79 Street Transverse,2014-09-24,654.75,1334.4583333333335
86 Street Transverse,2014-09-24,387.125,863.0416666666667
97 Street Transverse,2014-09-24,530.6666666666666,839.4583333333333
Baychester Avenue,2014-09-24,48.666666666666664,129.54166666666666
Broadway,2014-09-24,340.47222222222223,536.9722222222223
Bronx River Avenue,2014-09-24,202.16666666666666,372.2916666666667
Central Park West,2014-09-24,311.5833333333333,458.5833333333333
Donnellon Square,2014-09-24,105.16666666666667,226.25
Dr. M L King Jr. Boulevard,2014-09-24,161.25,245.16666666666669
East 165 Street,2014-09-24,295,507.375
East 169 Street,2014-09-24,107.66666666666666,200.375
East 170 Street,2014-09-24,102.83333333333333,182.35416666666666
East 177 Street,2014-09-24,354.125,477.875
East Tremont Avenue,2014-09-24,432.1666666666667,620.75
East tremont Avenue,2014-09-24,416.3333333333333,701.1666666666666
Edward L Grant Highway,2014-09-24,324.79166666666663,588.8333333333334
Grand Concourse,2014-09-24,433.83333333333337,735.875
Madison Avenue,2014-09-24,550.9166666666666,895.75
Morningside Drive,2014-09-24,36.458333333333336,60.79166666666667
Morris Avenue,2014-09-24,128,218.54166666666666
Mt Morris Park West,2014-09-24,321.1666666666667,349
Park Avenue,2014-09-24,301.5833333333333,307.0833333333333
Randall Avenue,2014-09-24,13.833333333333332,20.708333333333336
Riverside Drive,2014-09-24,210.42708333333334,342.61458333333337
Sedgwick Avenue,2014-09-24,135.29166666666669,244.5
Shore Road,2014-09-24,229.70833333333334,417.08333333333337
St. Nicholas Avenue,2014-09-24,170.11111111111111,300.61111111111114
Wadsworth Avenue,2014-09-24,52.75,95.83333333333333
Washington Bridge,2014-09-24,912.7083333333333,1495.75
Webster Avenue,2014-09-24,376.25,662
West 116 Street,2014-09-24,243.16666666666666,381.66666666666663
West 145 Street,2014-09-24,237.25,437.75
West 167 Street,2014-09-24,33.666666666666664,64.66666666666667
West 178 Street,2014-09-24,323.9166666666667,487.25
West 179 Street,2014-09-24,190.08333333333334,338.8333333333333
West 180 Street,2014-09-24,107.08333333333333,183.66666666666666
West 181 Street,2014-09-24,202.75,292.9166666666667
West Farms Road,2014-09-24,81.83333333333333,129.08333333333334
White Plains Road,2014-09-24,377.625,641.75
5 Avenue,2014-09-25,708.25,1006.8333333333334
79 Street Transverse,2014-09-25,557.9583333333334,1092.625
86 Street Transverse,2014-09-25,330.7083333333333,690.875
97 Street Transverse,2014-09-25,407.625,753.5833333333333
Baychester Avenue,2014-09-25,42.25,139.625
Broadway,2014-09-25,319.1666666666667,525.4166666666666
Bronx River Avenue,2014-09-25,181.79166666666669,342
Central Park West,2014-09-25,250.625,436.4166666666667
Donnellon Square,2014-09-25,96.75,184.83333333333334
Dr. M L King Jr. Boulevard,2014-09-25,130.5,244.41666666666669
East 165 Street,2014-09-25,225.41666666666669,467.875
East 169 Street,2014-09-25,91.75,172.66666666666666
East 170 Street,2014-09-25,89.91666666666667,169.45833333333334
East 177 Street,2014-09-25,321.41666666666663,450.5
East Tremont Avenue,2014-09-25,376.6666666666667,613.1666666666666
East tremont Avenue,2014-09-25,384.4166666666667,654.75
Edward L Grant Highway,2014-09-25,267.2083333333333,604.9583333333333
Grand Concourse,2014-09-25,427.83333333333337,734.25
Madison Avenue,2014-09-25,528.375,905.3333333333334
Morningside Drive,2014-09-25,33.41666666666667,52.16666666666667
Morris Avenue,2014-09-25,123.125,207
Mt Morris Park West,2014-09-25,123.25,249.33333333333334
Park Avenue,2014-09-25,229.5,281.5833333333333
Randall Avenue,2014-09-25,9.208333333333332,15.583333333333332
Riverside Drive,2014-09-25,196.44791666666669,293.1666666666667
Sedgwick Avenue,2014-09-25,126,205.70833333333331
Shore Road,2014-09-25,189.625,387.625
St. Nicholas Avenue,2014-09-25,151.8472222222222,279.99999999999994
Wadsworth Avenue,2014-09-25,37.625,82.45833333333334
Washington Bridge,2014-09-25,756.0416666666666,1353.75
Webster Avenue,2014-09-25,378.75,824.5
West 116 Street,2014-09-25,220.29166666666666,375.375
West 145 Street,2014-09-25,209,395.95833333333337
West 167 Street,2014-09-25,26.083333333333332,55.166666666666664
West 178 Street,2014-09-25,241.41666666666666,426.8333333333333
West 179 Street,2014-09-25,171.33333333333334,311.0833333333333
West 180 Street,2014-09-25,94.75,170.66666666666666
West 181 Street,2014-09-25,187.16666666666669,302.41666666666663
West Farms Road,2014-09-25,63.916666666666664,101.25
White Plains Road,2014-09-25,337.3333333333333,608.5416666666666
5 Avenue,2014-09-26,746.8333333333334,1091.5833333333333
79 Street Transverse,2014-09-26,550.7083333333333,1175.5416666666667
86 Street Transverse,2014-09-26,367.375,705.7916666666666
97 Street Transverse,2014-09-26,471.875,816.9583333333334
Baychester Avenue,2014-09-26,47.625,174.91666666666666
Broadway,2014-09-26,341.51388888888886,562.4166666666667
Bronx River Avenue,2014-09-26,194.16666666666666,380.1666666666667
Central Park West,2014-09-26,290.875,469.5833333333333
Donnellon Square,2014-09-26,109.75,229.16666666666666
Dr. M L King Jr. Boulevard,2014-09-26,142.125,309.5416666666667
East 165 Street,2014-09-26,245.83333333333331,475.79166666666663
East 169 Street,2014-09-26,93.125,199.875
East 170 Street,2014-09-26,96.9375,186.875
East 177 Street,2014-09-26,341.7083333333333,522.3333333333333
East Tremont Avenue,2014-09-26,391.3333333333333,729.75
East tremont Avenue,2014-09-26,427.5,763.75
Edward L Grant Highway,2014-09-26,313.83333333333337,620.7916666666667
Grand Concourse,2014-09-26,439.29166666666663,809.875
Madison Avenue,2014-09-26,560.3333333333334,938.5
Morningside Drive,2014-09-26,31.875,48.45833333333333
Morris Avenue,2014-09-26,135.83333333333334,226.83333333333334
Mt Morris Park West,2014-09-26,266.4166666666667,403.75
Park Avenue,2014-09-26,244,348.1666666666667
Randall Avenue,2014-09-26,10.791666666666668,21.083333333333332
Riverside Drive,2014-09-26,184.85416666666666,308.03125
Sedgwick Avenue,2014-09-26,133.41666666666666,294.9583333333333
Shore Road,2014-09-26,240.33333333333331,382.3333333333333
St. Nicholas Avenue,2014-09-26,154.625,343.9861111111111
Wadsworth Avenue,2014-09-26,48.91666666666667,112.20833333333334
Washington Bridge,2014-09-26,802.2916666666666,1623.8333333333335
Webster Avenue,2014-09-26,511.5,907.125
West 116 Street,2014-09-26,235.29166666666669,394.91666666666663
West 145 Street,2014-09-26,236.20833333333331,435.08333333333337
West 167 Street,2014-09-26,33.25,63.666666666666664
West 178 Street,2014-09-26,267.75,579.1666666666666
West 179 Street,2014-09-26,204.41666666666666,408.75
West 180 Street,2014-09-26,109.33333333333333,236.75
West 181 Street,2014-09-26,193.16666666666666,346.79166666666663
West Farms Road,2014-09-26,61.666666666666664,125.08333333333333
White Plains Road,2014-09-26,366.9166666666667,730.0833333333334
120 Avenue,2014-09-27,123.58333333333334,264.20833333333337
134 Street,2014-09-27,183.75,277
188 Street,2014-09-27,182.16666666666666,418.125
212 Street,2014-09-27,637.1666666666666,1021.25
3 Avenue,2014-09-27,158.08333333333334,252.20833333333331
47 Avenue,2014-09-27,149.79166666666666,302.2916666666667
5 Avenue,2014-09-27,245.50000000000003,471.9444444444444
7 Avenue,2014-09-27,144.08333333333334,228.66666666666666
79 Street Transverse,2014-09-27,423.58333333333337,1108.6666666666667
86 Street Transverse,2014-09-27,293.5,605.7083333333334
94 Avenue,2014-09-27,196.95833333333334,338.16666666666663
97 Street Transverse,2014-09-27,418.58333333333337,816.0416666666667
Bates Road,2014-09-27,30.958333333333332,76.16666666666666
Bay Ridge Parkway,2014-09-27,205.25,431.83333333333337
Baychester Avenue,2014-09-27,44.83333333333333,214.08333333333331
Bell Boulevard,2014-09-27,63.41666666666667,134.79166666666669
Braddock Avenue,2014-09-27,127.45833333333333,275.7083333333333
Broadway,2014-09-27,325.13888888888886,508.75
Bronx River Avenue,2014-09-27,186.04166666666666,371.75
Bruckner Boulevard,2014-09-27,656.6666666666667,955.5833333333334
Central Park West,2014-09-27,264.3333333333333,472.58333333333337
Clearview Expressway,2014-09-27,1180.4583333333335,2044.75
Clearview Expressway SR,2014-09-27,56.958333333333336,114.91666666666667
Cropsey Avenue,2014-09-27,210.08333333333331,440.20833333333337
Cross Island Parkway,2014-09-27,2407.875,4360.083333333334
Cross Island Parkway SR,2014-09-27,37.541666666666664,82.25
Donnellon Square,2014-09-27,110.41666666666667,198.41666666666666
Dr. M L King Jr. Boulevard,2014-09-27,151.41666666666669,277.0833333333333
Dr. M L King Jr. Expressway Exit 11 SB,2014-09-27,166,464.0833333333333
East 135 Street,2014-09-27,145.16666666666666,253.16666666666666
East 138 Street,2014-09-27,202.16666666666669,337.58333333333337
East 149 Street,2014-09-27,227,426.45833333333337
East 163 Street,2014-09-27,177.25,350.625
East 165 Street,2014-09-27,212.75,424.79166666666663
East 169 Street,2014-09-27,113.375,222.37500000000003
East 170 Street,2014-09-27,81.16666666666666,192.20833333333334
East 177 Street,2014-09-27,311.6666666666667,521.5833333333333
East Tremont Avenue,2014-09-27,339.1666666666667,658.8333333333334
East tremont Avenue,2014-09-27,443.9166666666667,711.6666666666666
Edward L Grant Highway,2014-09-27,309.4583333333333,591
Francis Lewis Boulevard,2014-09-27,230.51388888888889,485.09722222222223
Ft. Hamilton Parkway,2014-09-27,213.16666666666666,425.125
Grand Central Parkway,2014-09-27,2090.5833333333335,4039.541666666667
Grand Concourse,2014-09-27,299.66666666666663,712.9583333333333
Horace Harding Expressway SR,2014-09-27,182,460.4166666666667
Hylan Boulevard,2014-09-27,451.33333333333337,482.04166666666663
Liberty Avenue,2014-09-27,412.20833333333337,543.625
Linden Boulevard,2014-09-27,212.25,419
Little Clove Road,2014-09-27,147.75,297.75
Little Neck Parkway,2014-09-27,149.94444444444443,323.24999999999994
Longwood Avenue,2014-09-27,49.375,111.625
Louis Nine Boulevard,2014-09-27,92.04166666666666,182.33333333333334
Madison Avenue,2014-09-27,442.0833333333333,722.0833333333334
Merrick Boulevard,2014-09-27,369.2708333333333,715.0833333333334
Midland Parkway,2014-09-27,113.83333333333334,222.04166666666669
Milford Drive,2014-09-27,83.25,179.20833333333331
Morningside Drive,2014-09-27,29.791666666666668,55.666666666666664
Morris Avenue,2014-09-27,102.91666666666666,201
Mt Morris Park West,2014-09-27,209.83333333333334,416.5
Murdock Avenue,2014-09-27,17.833333333333332,43.375
North Boundary Road,2014-09-27,83.70833333333333,131.25
North Conduit Avenue,2014-09-27,462.8333333333333,1196.1666666666667
Park Avenue,2014-09-27,135.41666666666666,323
Pelham Parkway,2014-09-27,301.0833333333333,606
Prospect Avenue,2014-09-27,80.86666666666666,163.21666666666667
Randall Avenue,2014-09-27,11.5,23
Richmond Road,2014-09-27,207.20833333333331,402.29166666666663
Riverside Drive,2014-09-27,132.92708333333334,295.2708333333333
Rockaway Boulevard,2014-09-27,546.6527777777777,1088.125
Rockland Avenue,2014-09-27,203.29166666666666,451.16666666666663
Sedgwick Avenue,2014-09-27,124.58333333333334,242.54166666666669
Shore Road,2014-09-27,145.5,367.83333333333337
South Avenue,2014-09-27,179.625,369.20833333333337
South Conduit Avenue,2014-09-27,666,1508.6666666666667
Southern Boulevard,2014-09-27,154.16666666666669,236.3125
St. Marys Street,2014-09-27,66.66666666666667,153.33333333333334
St. Nicholas Avenue,2014-09-27,170.91666666666666,326.75
Tinton Avenue,2014-09-27,45.666666666666664,90.08333333333333
Tinton Street,2014-09-27,26.041666666666664,66.20833333333334
Todt Hill Road,2014-09-27,293.75,582.875
Travis Avenue,2014-09-27,212.79166666666666,479.6666666666667
Union Turnpike,2014-09-27,173.29166666666669,431.70833333333337
Utopia Parkway,2014-09-27,196.41666666666669,396.3333333333333
Van Duzer Street,2014-09-27,140.75,278.0833333333333
Van Wyck Boulevard East,2014-09-27,709.6666666666666,1526.6666666666667
Van Wyck Boulevard West,2014-09-27,596,1072.8333333333333
Wadsworth Avenue,2014-09-27,44.875,121.08333333333333
Washington Bridge,2014-09-27,819.6666666666667,1636.7916666666665
Webster Avenue,2014-09-27,505.9583333333333,727.125
West 116 Street,2014-09-27,210.625,393.29166666666663
West 145 Street,2014-09-27,214.5,416.7916666666667
West 167 Street,2014-09-27,29.083333333333332,71.41666666666667
West 178 Street,2014-09-27,294.3333333333333,627.3333333333334
West 179 Street,2014-09-27,202.66666666666666,423.6666666666667
West 180 Street,2014-09-27,97.75,249.75
West 181 Street,2014-09-27,217.375,324.95833333333337
West Farms Road,2014-09-27,46.833333333333336,105.41666666666667
West Shore Expressway,2014-09-27,1315.25,2257.125
Westchester Avenue,2014-09-27,226.0625,444.7291666666667
White Plains Road,2014-09-27,389.91666666666663,698.75
Winchester Boulevard,2014-09-27,73.83333333333334,150.70833333333334
120 Avenue,2014-09-28,114.625,224.625
134 Street,2014-09-28,137.16666666666666,223.08333333333334
188 Street,2014-09-28,160.08333333333331,379.125
212 Street,2014-09-28,494.6666666666667,876.25
3 Avenue,2014-09-28,111.16666666666666,166.08333333333331
47 Avenue,2014-09-28,132.25,275.7916666666667
5 Avenue,2014-09-28,177.38888888888889,438.9166666666667
7 Avenue,2014-09-28,139.33333333333334,250.58333333333334
79 Street Transverse,2014-09-28,422.3333333333333,877.125
86 Street Transverse,2014-09-28,260.0416666666667,532.7916666666666
94 Avenue,2014-09-28,160.04166666666666,266.79166666666663
97 Street Transverse,2014-09-28,384.9166666666667,765.5833333333334
Bates Road,2014-09-28,25.291666666666668,67.95833333333333
Bay Ridge Parkway,2014-09-28,177.5,382.91666666666663
Baychester Avenue,2014-09-28,34.041666666666664,163.08333333333334
Bell Boulevard,2014-09-28,57.875,129.625
Braddock Avenue,2014-09-28,100.41666666666667,250.20833333333331
Broadway,2014-09-28,299.4444444444444,474.16666666666674
Bronx River Avenue,2014-09-28,160.20833333333334,309.2916666666667
Bruckner Boulevard,2014-09-28,501.7916666666667,867.9166666666666
Central Park West,2014-09-28,238.54166666666669,471.66666666666663
Clearview Expressway,2014-09-28,944.5416666666667,2133.9166666666665
Clearview Expressway SR,2014-09-28,46.208333333333336,106.08333333333333
Cropsey Avenue,2014-09-28,174.16666666666669,398.04166666666663
Cross Island Parkway,2014-09-28,2154,4133.583333333333
Cross Island Parkway SR,2014-09-28,39.875,77
Donnellon Square,2014-09-28,96.16666666666667,203.25
Dr. M L King Jr. Boulevard,2014-09-28,143.5,266.9166666666667
Dr. M L King Jr. Expressway Exit 11 SB,2014-09-28,164.83333333333334,453
East 135 Street,2014-09-28,85.66666666666667,173.66666666666666
East 138 Street,2014-09-28,174.95833333333334,285.9583333333333
East 149 Street,2014-09-28,188,358.375
East 163 Street,2014-09-28,155.9375,276.8333333333333
East 165 Street,2014-09-28,214.25,348.4583333333333
East 169 Street,2014-09-28,98.27083333333334,183.10416666666666
East 170 Street,2014-09-28,108.125,156.3125
East 177 Street,2014-09-28,278.75,447.875
East Tremont Avenue,2014-09-28,322.0833333333333,531
East tremont Avenue,2014-09-28,341.9166666666667,610.75
Edward L Grant Highway,2014-09-28,326.70833333333337,513.1666666666666
Francis Lewis Boulevard,2014-09-28,178.18055555555554,395.4166666666667
Ft. Hamilton Parkway,2014-09-28,210.95833333333331,443.83333333333337
Grand Central Parkway,2014-09-28,1800.2916666666665,3826.041666666667
Grand Concourse,2014-09-28,287.875,624.0416666666667
Horace Harding Expressway SR,2014-09-28,134.41666666666669,477.54166666666663
Hylan Boulevard,2014-09-28,367.625,530.2916666666667
Liberty Avenue,2014-09-28,227.83333333333331,382
Linden Boulevard,2014-09-28,215.79166666666666,346.875
Little Clove Road,2014-09-28,103.625,212.29166666666669
Little Neck Parkway,2014-09-28,124.94444444444444,291.3194444444444
Longwood Avenue,2014-09-28,43.791666666666664,96.58333333333334
Louis Nine Boulevard,2014-09-28,71.58333333333333,159.33333333333334
Madison Avenue,2014-09-28,436.375,713
Merrick Boulevard,2014-09-28,335.4375,547.6041666666666
Midland Parkway,2014-09-28,93,185.375
Milford Drive,2014-09-28,58.625,157.625
Morningside Drive,2014-09-28,26.708333333333336,50.66666666666667
Morris Avenue,2014-09-28,91.625,168.08333333333331
Mt Morris Park West,2014-09-28,197.5,356.25
Murdock Avenue,2014-09-28,22.416666666666668,40.125
North Boundary Road,2014-09-28,66.79166666666667,124.45833333333334
North Conduit Avenue,2014-09-28,412,1016.75
Park Avenue,2014-09-28,106.75,290.5833333333333
Pelham Parkway,2014-09-28,248.77083333333331,548.5625
Prospect Avenue,2014-09-28,77.8,134.98333333333332
Randall Avenue,2014-09-28,11.083333333333332,30.458333333333332
Richmond Road,2014-09-28,178.25,335.0416666666667
Riverside Drive,2014-09-28,123.02083333333331,273.03125
Rockaway Boulevard,2014-09-28,572.8194444444445,1065.5000000000002
Rockland Avenue,2014-09-28,171.08333333333331,390.0833333333333
Sedgwick Avenue,2014-09-28,116.08333333333334,227.79166666666669
Shore Road,2014-09-28,133.29166666666666,371.91666666666663
South Avenue,2014-09-28,128.375,287.58333333333337
South Conduit Avenue,2014-09-28,575.6666666666666,1376
Southern Boulevard,2014-09-28,118.08333333333333,178.16666666666669
St. Marys Street,2014-09-28,58.416666666666664,119.41666666666667
St. Nicholas Avenue,2014-09-28,156.80555555555554,266.1111111111111
Tinton Avenue,2014-09-28,38.25,56
Tinton Street,2014-09-28,26.416666666666664,54.08333333333333
Todt Hill Road,2014-09-28,239.33333333333331,465
Travis Avenue,2014-09-28,155.66666666666669,409.33333333333337
Union Turnpike,2014-09-28,133.41666666666666,355.54166666666663
Utopia Parkway,2014-09-28,167.33333333333331,369.25
Van Duzer Street,2014-09-28,129,210.33333333333334
Van Wyck Boulevard East,2014-09-28,399.1666666666667,1630.3333333333333
Van Wyck Boulevard West,2014-09-28,528.6666666666666,907.0833333333334
Wadsworth Avenue,2014-09-28,37.58333333333333,92.375
Washington Bridge,2014-09-28,912.7083333333333,1539.2083333333335
Webster Avenue,2014-09-28,358.45833333333337,590.5833333333334
West 116 Street,2014-09-28,208.375,358.625
West 145 Street,2014-09-28,201.16666666666669,365.125
West 167 Street,2014-09-28,26.75,69
West 178 Street,2014-09-28,527.0833333333334,604.25
West 179 Street,2014-09-28,207.16666666666666,377.3333333333333
West 180 Street,2014-09-28,110.5,217.83333333333334
West 181 Street,2014-09-28,212.91666666666669,312.1666666666667
West Farms Road,2014-09-28,35.083333333333336,79.25
West Shore Expressway,2014-09-28,1130.2083333333333,2182.5
Westchester Avenue,2014-09-28,199.75000000000003,362.33333333333337
White Plains Road,2014-09-28,308.2083333333333,586.5833333333334
Winchester Boulevard,2014-09-28,56.375,135.125
120 Avenue,2014-09-29,152.54166666666669,253.33333333333331
134 Street,2014-09-29,352,367
188 Street,2014-09-29,231.29166666666666,398.54166666666663
212 Street,2014-09-29,842.8333333333334,871.5833333333334
3 Avenue,2014-09-29,173.16666666666669,265.54166666666663
47 Avenue,2014-09-29,184.41666666666666,305.7916666666667
5 Avenue,2014-09-29,162.125,281.70833333333337
7 Avenue,2014-09-29,159.66666666666666,194.08333333333334
94 Avenue,2014-09-29,244.29166666666669,348.2916666666667
Bates Road,2014-09-29,57.125,93.83333333333333
Bay Ridge Parkway,2014-09-29,219.91666666666666,392.20833333333337
Bell Boulevard,2014-09-29,106.66666666666666,175.91666666666669
Braddock Avenue,2014-09-29,187.66666666666669,300.79166666666663
Bruckner Boulevard,2014-09-29,669.1666666666667,873.3333333333333
Clearview Expressway,2014-09-29,1617.9166666666665,1749.5416666666667
Clearview Expressway SR,2014-09-29,82.29166666666666,119.91666666666666
Cropsey Avenue,2014-09-29,245.375,416.375
Cross Island Parkway,2014-09-29,2559.916666666667,3929.3333333333335
Cross Island Parkway SR,2014-09-29,52.666666666666664,82.5
Dr. M L King Jr. Expressway Exit 11 SB,2014-09-29,235.25,425.8333333333333
East 135 Street,2014-09-29,245.25,231.83333333333334
East 138 Street,2014-09-29,218.33333333333334,314.7083333333333
East 149 Street,2014-09-29,273.7083333333333,397.875
East 163 Street,2014-09-29,216.5,310.29166666666663
East 169 Street,2014-09-29,141.79166666666669,221.83333333333334
Francis Lewis Boulevard,2014-09-29,273.86111111111114,460.5555555555555
Ft. Hamilton Parkway,2014-09-29,289,429.08333333333337
Grand Central Parkway,2014-09-29,2422.9166666666665,3747.791666666667
Horace Harding Expressway SR,2014-09-29,304.5833333333333,463.5833333333333
Hylan Boulevard,2014-09-29,407.5416666666667,629.5416666666667
Liberty Avenue,2014-09-29,345.375,486.4166666666667
Linden Boulevard,2014-09-29,230.16666666666669,340.41666666666663
Little Clove Road,2014-09-29,114.79166666666666,282.9583333333333
Little Neck Parkway,2014-09-29,207.98611111111111,352.8333333333333
Longwood Avenue,2014-09-29,74.125,115.45833333333333
Louis Nine Boulevard,2014-09-29,113.79166666666666,182.625
Merrick Boulevard,2014-09-29,465.20833333333337,654.2291666666666
Midland Parkway,2014-09-29,180.16666666666669,244.625
Milford Drive,2014-09-29,155.41666666666669,222.20833333333334
Murdock Avenue,2014-09-29,20,44.375
North Boundary Road,2014-09-29,141.83333333333334,230.79166666666669
North Conduit Avenue,2014-09-29,681,741.1666666666666
Pelham Parkway,2014-09-29,354.8125,563.9166666666666
Prospect Avenue,2014-09-29,91.13333333333334,136.91666666666669
Richmond Road,2014-09-29,217.25,405.33333333333337
Rockaway Boulevard,2014-09-29,812.25,1148.736111111111
Rockland Avenue,2014-09-29,263.79166666666663,460
South Avenue,2014-09-29,280.75,425.79166666666663
South Conduit Avenue,2014-09-29,770.8333333333334,1664.1666666666667
Southern Boulevard,2014-09-29,152.77083333333331,207.45833333333334
St. Marys Street,2014-09-29,81.41666666666667,133.83333333333334
Tinton Avenue,2014-09-29,58.833333333333336,87.5
Tinton Street,2014-09-29,43.66666666666667,60.58333333333333
Todt Hill Road,2014-09-29,339.08333333333337,606.1666666666667
Travis Avenue,2014-09-29,270.1666666666667,459.8333333333333
Union Turnpike,2014-09-29,275.3333333333333,494.8333333333333
Utopia Parkway,2014-09-29,232.16666666666669,412.45833333333337
Van Duzer Street,2014-09-29,215.25,287.5
Van Wyck Boulevard East,2014-09-29,1091.9166666666667,1331.4166666666667
Van Wyck Boulevard West,2014-09-29,599.8333333333334,980.4166666666666
West Shore Expressway,2014-09-29,1478.8333333333335,2021.2916666666665
Westchester Avenue,2014-09-29,253.83333333333331,388.60416666666663
Winchester Boulevard,2014-09-29,108.33333333333333,176.54166666666669
120 Avenue,2014-09-30,152.75,252.625
134 Street,2014-09-30,368.5833333333333,384.5833333333333
188 Street,2014-09-30,231.125,407.75
212 Street,2014-09-30,895,963.4166666666666
3 Avenue,2014-09-30,177.66666666666666,280.79166666666663
47 Avenue,2014-09-30,189.75,325.08333333333337
5 Avenue,2014-09-30,163.375,286.7916666666667
7 Avenue,2014-09-30,152.83333333333334,185.66666666666666
94 Avenue,2014-09-30,244.70833333333331,330.83333333333337
Bates Road,2014-09-30,54.91666666666667,101.625
Bay Ridge Parkway,2014-09-30,235.33333333333334,398.25
Bell Boulevard,2014-09-30,109.375,183.625
Braddock Avenue,2014-09-30,188.375,325.9583333333333
Bruckner Boulevard,2014-09-30,722,884.125
Clearview Expressway,2014-09-30,1656.75,1822.9583333333335
Clearview Expressway SR,2014-09-30,73.66666666666666,138.20833333333331
Cropsey Avenue,2014-09-30,236.95833333333331,435.58333333333337
Cross Island Parkway,2014-09-30,2581.2083333333335,3823.958333333333
Cross Island Parkway SR,2014-09-30,48.125,113.04166666666666
Dr. M L King Jr. Expressway Exit 11 SB,2014-09-30,251.25,439.6666666666667
East 135 Street,2014-09-30,246.33333333333334,238.41666666666666
East 138 Street,2014-09-30,217.41666666666669,329.2083333333333
East 149 Street,2014-09-30,275.3333333333333,404.95833333333337
East 163 Street,2014-09-30,212.95833333333331,313.375
East 169 Street,2014-09-30,143.20833333333331,223.79166666666669
Francis Lewis Boulevard,2014-09-30,310.48611111111114,512.8194444444445
Ft. Hamilton Parkway,2014-09-30,287.0416666666667,432.125
Grand Central Parkway,2014-09-30,2491.5833333333335,3614.5
Horace Harding Expressway SR,2014-09-30,312.70833333333337,534.5
Hylan Boulevard,2014-09-30,421.54166666666663,646.875
Liberty Avenue,2014-09-30,385.33333333333337,593.3333333333333
Linden Boulevard,2014-09-30,224.58333333333331,341
Little Clove Road,2014-09-30,122.25,304.5
Little Neck Parkway,2014-09-30,207.25,374.76388888888886
Longwood Avenue,2014-09-30,78.45833333333334,113.125
Louis Nine Boulevard,2014-09-30,113.08333333333333,193.625
Merrick Boulevard,2014-09-30,460.25,659.6666666666666
Midland Parkway,2014-09-30,182.25,244.91666666666669
Milford Drive,2014-09-30,153.45833333333331,233.04166666666666
Murdock Avenue,2014-09-30,20.541666666666668,42.25
North Boundary Road,2014-09-30,155.625,248.79166666666669
North Conduit Avenue,2014-09-30,720.3333333333334,770.5833333333334
Pelham Parkway,2014-09-30,350.1875,573.2291666666666
Prospect Avenue,2014-09-30,92.21666666666667,146.85
Richmond Road,2014-09-30,211.875,424.4166666666667
Rockaway Boulevard,2014-09-30,820.5972222222223,1160.5555555555554
Rockland Avenue,2014-09-30,260.41666666666663,478.79166666666663
South Avenue,2014-09-30,263.83333333333337,436.16666666666663
South Conduit Avenue,2014-09-30,729.9166666666666,1604.5
Southern Boulevard,2014-09-30,155.6875,204.75
St. Marys Street,2014-09-30,86.66666666666667,131.91666666666666
Tinton Avenue,2014-09-30,63.166666666666664,83.75
Tinton Street,2014-09-30,45.16666666666667,58.33333333333333
Todt Hill Road,2014-09-30,351.9583333333333,654.2083333333334
Travis Avenue,2014-09-30,267.7083333333333,448.4166666666667
Union Turnpike,2014-09-30,289.5416666666667,517.25
Utopia Parkway,2014-09-30,228.29166666666666,423.66666666666663
Van Duzer Street,2014-09-30,225.16666666666666,301.4166666666667
Van Wyck Boulevard East,2014-09-30,945.3333333333334,1099.9166666666667
Van Wyck Boulevard West,2014-09-30,565.5,959.0833333333334
West Shore Expressway,2014-09-30,1485.7083333333335,2048.25
Westchester Avenue,2014-09-30,258.8958333333333,384.7291666666667
Winchester Boulevard,2014-09-30,105.58333333333334,180.25
120 Avenue,2014-10-01,164.25,277.125
134 Street,2014-10-01,355.9166666666667,393
188 Street,2014-10-01,234.33333333333331,410.9166666666667
212 Street,2014-10-01,897.25,901.0833333333334
3 Avenue,2014-10-01,185.16666666666669,305.08333333333337
47 Avenue,2014-10-01,188.20833333333331,321.45833333333337
5 Avenue,2014-10-01,168.5,292.1666666666667
7 Avenue,2014-10-01,149,191.83333333333334
94 Avenue,2014-10-01,239.875,350.25
Bates Road,2014-10-01,54.58333333333333,98.79166666666667
Bay Ridge Parkway,2014-10-01,223.75,391.3333333333333
Bell Boulevard,2014-10-01,113.58333333333334,181.125
Braddock Avenue,2014-10-01,187.625,324.5
Bruckner Boulevard,2014-10-01,714.0833333333334,901.5416666666667
Clearview Expressway,2014-10-01,1678.5833333333333,1734.7916666666665
Clearview Expressway SR,2014-10-01,78.20833333333333,128.04166666666666
Cropsey Avenue,2014-10-01,245.41666666666669,418.5
Cross Island Parkway,2014-10-01,2605.208333333333,4023.75
Cross Island Parkway SR,2014-10-01,48.375,85.54166666666667
Dr. M L King Jr. Expressway Exit 11 SB,2014-10-01,259.6666666666667,430
East 135 Street,2014-10-01,302,398
East 138 Street,2014-10-01,216,347.9166666666667
